cod_ue_id,desc_ue,distrito,area,desc_departamento,estadoinstitucion,Latitud,Longitud,distance_border_km,rank_border,prioridad_frontera
80670050,SAN ANTONIO DE PALILLOS,APOLO,RURAL,La Paz,Abierta,-14625.0,-68.49742126464798,-865.6634102181183,1,EXTREMA
80980568,SANTA MARIA MAGDALENA POSTEL,COCHABAMBA 1,URBANO,Cochabamba,Abierta,-17414.0,-66.1653,-670.0821881235537,2,EXTREMA
70930040,ELIZARDO PEREZ,TACOPAYA,RURAL,Cochabamba,Abierta,-17884.0,-66.6157,-444.8413839252478,3,EXTREMA
81850027,SANTA ANA,PUERTO SUAREZ,RURAL,Santa Cruz,Abierta,-18827.0,-58.62520000000001,-357.1948200491692,4,EXTREMA
70700049,THUCUYA,MOCOMOCO,RURAL,La Paz,Abierta,-15375.0,-68.99895477294922,-331.30485035341826,5,EXTREMA
62480001,BOLPEBRA,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-10.947500228882,-69.56477355956997,3.8500440423129674,6,EXTREMA
70550008,TOLACOLLO,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.234284515415236,-69.55578702688234,4.7008060113626415,7,EXTREMA
71720022,NARANJITOS,BERMEJO,RURAL,Tarija,Abierta,-22.85173171127181,-64.32091033458755,5.373225901221913,8,EXTREMA
71720021,CAMPO GRANDE,BERMEJO,RURAL,Tarija,Abierta,-22.805843989685545,-64.31047058105491,10.481447068204929,9,EXTREMA
70550006,PAJCHIRI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.22853155507155,-69.49975764751417,10.658286353621698,10,EXTREMA
70550001,CATACORA,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.160560030644124,-69.4874625802043,11.969955054437797,11,EXTREMA
62480005,SAN MIGUEL,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-10.955900192261,-69.47961425781199,13.157084710505561,12,EXTREMA
70550002,PARACHI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.295799255371094,-69.46800994873047,14.028747250408273,13,EXTREMA
40710032,SICUANI TRIPARTITO,CHARAÑA,RURAL,La Paz,Abierta,-17.49444292733,-69.46586823463497,14.240905958268266,14,EXTREMA
71720023,PORCELANA,BERMEJO,RURAL,Tarija,Abierta,-22.770099639893,-64.29238891601597,14.46050808711098,15,EXTREMA
40710001,LADISLAO CABRERA,CHARAÑA,RURAL,La Paz,Abierta,-17.592699050903,-69.44800567626999,16.128645628003135,16,EXTREMA
40710002,EDUARDO ABAROA,CHARAÑA,RURAL,La Paz,Abierta,-17.591999053955,-69.44693756103499,16.24204996301712,17,EXTREMA
62480022,HENOAYA,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-11.049146051171,-69.44059698542003,17.41581200302193,18,EXTREMA
71720010,8 DE SEPTIEMBRE,BERMEJO,URBANO,Tarija,Abierta,-22.742599487305,-64.334457397461,17.521825073207225,19,EXTREMA
71720060,8 DE SEPTIEMBRE SECUNDARIO,BERMEJO,URBANO,Tarija,Abierta,-22.742599487305,-64.334457397461,17.521825073207225,20,EXTREMA
71720005,GUIDO VILLAGOMEZ,BERMEJO,URBANO,Tarija,Abierta,-22.736999511719,-64.33283996581997,18.145214355440906,21,EXTREMA
71720056,GUIDO VILLAGOMEZ SECUNDARIO,BERMEJO,URBANO,Tarija,Abierta,-22.736999511719,-64.33283996581997,18.145214355440906,22,EXTREMA
70550007,PAIRUMANI GRANDE,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.328100204467773,-69.42662048339844,18.424646612172225,23,EXTREMA
71720051,OCTAVIO CAMPERO ECHAZU II,BERMEJO,URBANO,Tarija,Abierta,-22.734399795532,-64.33236694335903,18.43461476137769,24,EXTREMA
71720031,OCTAVIO CAMPERO ECHAZU,BERMEJO,URBANO,Tarija,Abierta,-22.734399795532,-64.33236694335903,18.43461476137769,25,EXTREMA
71720026,BOLIVIA,BERMEJO,URBANO,Tarija,Abierta,-22.732999801636,-64.33908843994101,18.59046208188015,26,EXTREMA
71720006,LIBERTADOR SIMON BOLIVAR,BERMEJO,URBANO,Tarija,Abierta,-22.732999801636,-64.33908843994101,18.59046208188015,27,EXTREMA
71720024,25 DE MAYO,BERMEJO,URBANO,Tarija,Abierta,-22.732999801636,-64.33908843994101,18.59046208188015,28,EXTREMA
71720007,MCAL. ANDRES DE SANTA CRUZ,BERMEJO,URBANO,Tarija,Abierta,-22.732500076294,-64.33969879150402,18.646091506951915,29,EXTREMA
71720058,MCAL. ANDRES DE SANTA CRUZ TURNO TARDE,BERMEJO,URBANO,Tarija,Abierta,-22.732500076294,-64.33969879150402,18.646091506951915,30,EXTREMA
71720055,TARIJA TURNO TARDE,BERMEJO,URBANO,Tarija,Abierta,-22.732299804688,-64.340103149414,18.668385742131576,31,EXTREMA
71720003,TARIJA,BERMEJO,URBANO,Tarija,Abierta,-22.732299804688,-64.340103149414,18.668385742131576,32,EXTREMA
62480010,YAMINAHUA,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-10.939100265503,-69.42862701415999,18.730596634613917,33,EXTREMA
71720001,OSCAR ALFARO,BERMEJO,URBANO,Tarija,Abierta,-22.72955919064224,-64.35100865364069,18.973470897705504,34,EXTREMA
71720025,BOLIVIA DIURNO,BERMEJO,URBANO,Tarija,Abierta,-22.72955919064224,-64.35100865364069,18.973470897705504,35,EXTREMA
71720032,EDUARDO ABAROA,BERMEJO,URBANO,Tarija,Abierta,-22.72808970245813,-64.34519618749601,19.13705432236065,36,EXTREMA
71720017,LA ESPERANZA,BERMEJO,RURAL,Tarija,Abierta,-22.727699279785,-64.31828308105503,19.180516174333647,37,EXTREMA
71720057,ANTONIO JOSE DE SUCRE II,BERMEJO,URBANO,Tarija,Abierta,-22.726390599040283,-64.33705586195026,19.326198514835585,38,EXTREMA
71720004,ANTONIO JOSE DE SUCRE,BERMEJO,URBANO,Tarija,Abierta,-22.726390599040283,-64.33705586195026,19.326198514835585,39,EXTREMA
71720008,AULIO ARAOZ,BERMEJO,URBANO,Tarija,Abierta,-22.725299835205,-64.34423828125,19.447622344979244,40,EXTREMA
71720046,25 DE ENERO,BERMEJO,RURAL,Tarija,Abierta,-22.721200942993,-64.298789978027,19.90391102601901,41,EXTREMA
71720014,CANDADITOS,BERMEJO,RURAL,Tarija,Abierta,-22.720199584961,-64.38832092285202,20.015382202141158,42,EXTREMA
71720029,ARROZALES,BERMEJO,RURAL,Tarija,Abierta,-22.71758528916461,-64.28209316730522,20.306405610195437,43,EXTREMA
71720050,EL NUEVE,BERMEJO,RURAL,Tarija,Abierta,-22.71129989624,-64.32308197021501,21.006095550563053,44,EXTREMA
71850007,RESGUARDO,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.022499084473,-57.705265045166016,21.602275629232253,45,EXTREMA
71850021,LA FRONTERA,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.029100418091,-57.70926284789999,22.022132987829853,46,EXTREMA
71850004,CLEIDY DURAN YOVIO,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.00262474201937,-57.70925879478443,22.025213746263837,47,EXTREMA
71850010,27 DE MAYO,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.0132999420166,-57.71179962158203,22.29121380988677,48,EXTREMA
71850009,SAN PEDRITO,PUERTO QUIJARRO,RURAL,Santa Cruz,Abierta,-19.03510093689,-57.71200942993198,22.310368222301364,49,EXTREMA
71850019,SAN AGUSTIN,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.008100509644,-57.71261215210001,22.37742961116644,50,EXTREMA
71850014,ADVENTISTA PUERTO QUIJARRO,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.012399673461918,-57.712684631347656,22.38447937260255,51,EXTREMA
71850001,MAXIMILIANO PAREDES,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.002799987793,-57.71745681762701,22.888059968067452,52,EXTREMA
71850005,SAMUEL LOPEZ MENDOZA,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.002799987793,-57.71745681762701,22.888059968067452,53,EXTREMA
71850002,SANTA CRUZ,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.005100250244,-57.72005462646501,23.16116781937784,54,EXTREMA
71850003,FENELON SUAREZ ROMAN,PUERTO QUIJARRO,URBANO,Santa Cruz,Abierta,-19.006900787354,-57.72148132324202,23.311078040689466,55,EXTREMA
70550003,SARCOTA,CHARAÑA,RURAL,La Paz,Abierta,-17.422100067139,-69.37658691406199,23.72941546964781,56,EXTREMA
71720015,CANDADO GRANDE,BERMEJO,RURAL,Tarija,Abierta,-22.677900314331,-64.40869140625,24.724137008672766,57,EXTREMA
62480018,BIOCEANICA,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-11.132599830627,-69.37094879150402,25.018184140104786,58,ALTA
70550004,LLALLAGUA,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.26586379940753,-69.36286234855686,25.208604114241563,59,ALTA
71720019,JOSE MARIA LINARES,BERMEJO,RURAL,Tarija,Abierta,-22.672399520874,-64.275581359863,25.33648533630632,60,ALTA
71720045,QUEBRADA CHICA,BERMEJO,RURAL,Tarija,Abierta,-22.669399261475,-64.31115722656199,25.67047421260282,61,ALTA
71720016,FLOR DE ORO,BERMEJO,RURAL,Tarija,Abierta,-22.647899627686,-64.42140960693399,28.06381344599414,62,ALTA
80550013,SANCANI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.165265910948335,-69.33440458774578,28.24913269571811,63,ALTA
40710004,CHINOCAVI,CHARAÑA,RURAL,La Paz,Abierta,-17.71960067749,-69.33274078369101,28.33981762885835,64,ALTA
80550024,VILLA MERCEDES,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.249987441575257,-69.33286154270212,28.40024471664077,65,ALTA
81850049,COOPERATIVA EDUCACIONAL PUERTO SUAREZ,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.98209221100159,-57.77154474218753,28.584551081752544,66,ALTA
70670008,SUCHEZ,PELECHUCO,RURAL,La Paz,Abierta,-14.819499969482,-69.334243774414,28.599913092785727,67,ALTA
70670028,SAN ANTONIO DE SUCHEZ,PELECHUCO,RURAL,La Paz,Abierta,-14.819266112517129,-69.33396329773055,28.630128095760554,68,ALTA
71720018,SANTA ROSA,BERMEJO,RURAL,Tarija,Abierta,-22.638399124146,-64.37252807617199,29.12140950006694,69,ALTA
71720047,LA FLORIDA,BERMEJO,RURAL,Tarija,Abierta,-22.634799957275,-64.35335540771501,29.522068756146858,70,ALTA
71720020,EL TORO,BERMEJO,RURAL,Tarija,Abierta,-22.630800247192,-64.32105255126999,29.967316482586497,71,ALTA
80700089,ORURILLO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.538800239562988,-69.31845092773438,30.196467888574553,72,ALTA
82440009,RAFAEL RAMOS PAZ,NUEVO MANOA (C. NUEVA ESPERANZA)/ VILLA NUEVA/EUREKA (C.SAN),RURAL,Pando,Abierta,-9.97155571149224,-65.45379638671876,30.229581803316204,73,ALTA
80550005,COPAPUJIO,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-16.99829009327346,-69.3137578964238,30.472423151501296,74,ALTA
81850032,BANANAL,PUERTO SUAREZ,RURAL,Santa Cruz,Abierta,-18.994300842285,-57.79073715210001,30.602624061828756,75,ALTA
81850057,MADRE CLARA RICCI 2,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.973100662231445,-57.79323196411133,30.869153832634385,76,ALTA
81850043,MADRE CLARA RICCI,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.973100662231445,-57.79323196411133,30.869153832634385,77,ALTA
81850058,MADRE CLARA RICCI 1,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.973100662231445,-57.79323196411133,30.869153832634385,78,ALTA
71720048,NARANJO DULCE,BERMEJO,RURAL,Tarija,Abierta,-22.622100830078,-64.42955017089798,30.935735595716807,79,ALTA
81850034,MIGUEL SUAREZ ARANA MAÑANA,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.968799591064,-57.79478454589798,31.033398244323546,80,ALTA
81850037,MIGUEL SUAREZ ARANA TARDE,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.968799591064,-57.79478454589798,31.033398244323546,81,ALTA
81850022,JOSE ELIODORO PAZ,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.96109962463379,-57.7964096069336,31.205917421369946,82,ALTA
81850039,FILOMENA VDA. DE PEINADO,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.96109962463379,-57.7964096069336,31.205917421369946,83,ALTA
80700090,CHACAHUARA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.496245508660095,-69.30801081657421,31.322640706369068,84,ALTA
81850021,FELIPE LEONOR RIBERA,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.96789932251,-57.80039215087902,31.623908793387677,85,ALTA
81850009,LIBERTADOR SIMON BOLIVAR,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.961200714111,-57.80053329467796,31.640038891307647,86,ALTA
81850040,JOSEFINA GOITIA,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.961200714111,-57.80053329467796,31.640038891307647,87,ALTA
81850036,GERMAN BUSCH,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.97220039367676,-57.80363845825195,31.96484032113482,88,ALTA
80550014,CHOCOROSI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.061512283170337,-69.2994709610939,31.982553393067313,89,ALTA
81850052,SANTA LUCIA DEL MUTUN,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.972555257315467,-57.80752925833133,32.374366416866756,90,ALTA
80660052,ACHAMACATA,SAN ANDRES DE MACHACA,RURAL,La Paz,Abierta,-16.950099945068,-69.29573822021501,32.399057223023,91,ALTA
80700108,FRONTERIZO WILACOLLO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.46909999847412,-69.29651641845703,32.5599553852048,92,ALTA
70670007,HICHOCOLLO,PELECHUCO,RURAL,La Paz,Abierta,-14.955246839732409,-69.29670453071554,32.6192259505715,93,ALTA
71720013,BARREDERO,BERMEJO,RURAL,Tarija,Abierta,-22.606899261475,-64.25466918945301,32.62797421260282,94,ALTA
71720043,VILLA NUEVA,BERMEJO,RURAL,Tarija,Abierta,-22.606100082398,-64.354682922363,32.71693882745437,95,ALTA
80700109,TAGACHI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.455314036317674,-69.29383438825641,32.84988964657326,96,ALTA
80700092,PASUJA PAMPA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.608295655322015,-69.291938781738,33.02875932117447,97,ALTA
80700110,PIÑANI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.470100402832031,-69.29114532470703,33.136045788470646,98,ALTA
71850008,EL CARMEN DE LA FRONTERA,PUERTO QUIJARRO,RURAL,Santa Cruz,Abierta,-19.10000038147,-57.816642761230014,33.308194354814404,99,ALTA
80550023,VILLA DE CASQUIRI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.267753802940064,-69.28645014762878,33.331160224082936,100,ALTA
40710009,COSAPA,CHARAÑA,RURAL,La Paz,Abierta,-17.902332702242802,-69.28518712520633,33.34815803250052,101,ALTA
70670009,ANTAQUILLA,PELECHUCO,RURAL,La Paz,Abierta,-14.88029956817627,-69.28759002685547,33.61119579690332,102,ALTA
80700009,PUERTO BELEN,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.591255236399876,-69.2839351892473,33.88967785888304,103,ALTA
80700004,NACIONAL PUERTO BELEN,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.591757291939931,-69.28324955701851,33.96311092412387,104,ALTA
81850013,EL SALVADOR,PUERTO SUAREZ,RURAL,Santa Cruz,Abierta,-19.029899597168,-57.82410812377901,34.10790753598891,105,ALTA
80700011,SAN PEDRO DE JURINSAYA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.604399681091309,-69.27972412109375,34.339005410601835,106,ALTA
80550025,QUEHUANI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.156354117849943,-69.2770444154736,34.351697921900595,107,ALTA
81850029,JESUS VESPA DE ANTELO,PUERTO SUAREZ,URBANO,Santa Cruz,Abierta,-18.98209221100159,-57.82647638281253,34.36700989425057,108,ALTA
80550020,VILLA EXALTACION,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.245291422138653,-69.27588701248158,34.45824492585739,109,ALTA
80550021,PAIRUMANI CHICO,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.322599411011,-69.27549743652298,34.485181639422585,110,ALTA
81850031,ROMAN PARRAGA,PUERTO SUAREZ,RURAL,Santa Cruz,Abierta,-18.97738467655693,-57.827592181762725,34.485440569558314,111,ALTA
80550022,IÑOCA,CHARAÑA,RURAL,La Paz,Abierta,-17.397399902344,-69.27529907226597,34.492182066511326,112,ALTA
70670004,HUACOCHANI,PELECHUCO,RURAL,La Paz,Abierta,-15.0108003616333,-69.27833557128906,34.585819357061965,113,ALTA
80700091,PASUJA MUELLE,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.573200225830078,-69.27657318115234,34.68210816924998,114,ALTA
80700096,CHACAQUI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.55754409574385,-69.27618247270567,34.726648225445125,115,ALTA
80550004,QUEQUESANI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.10853797976727,-69.27256381511688,34.83724530847224,116,ALTA
80550006,VINTO WILAMAYA,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.08873024261815,-69.2676545381546,35.36332344388216,117,ALTA
70670003,ULLA ULLA - UCHA UCHA,PELECHUCO,RURAL,La Paz,Abierta,-15.062299728393556,-69.27064514160156,35.4041557627845,118,ALTA
80700107,JUPANI CHICO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.49757633954986,-69.26986783742865,35.414135542266166,119,ALTA
80700095,CHAPIA ACHULUNI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.62279987335205,-69.26946258544922,35.43603561855116,120,ALTA
81720018,LOS POZOS,BERMEJO,RURAL,Tarija,Abierta,-22.581600189208984,-64.41850280761719,35.4442669372557,121,ALTA
82470031,TRES ESTRELLAS,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-11.340900421143,-69.274940490723,35.47908335927039,122,ALTA
80700097,MACHACAMARCA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.55601733780067,-69.26672196388245,35.7414716714097,123,ALTA
62480021,ARCA DE NOE,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-11.158495005207,-69.26893024404899,36.157969561161714,124,ALTA
70670027,PLAN AEROPUERTO,PELECHUCO,RURAL,La Paz,Abierta,-15.037420773751434,-69.2610976900794,36.43471721209909,125,ALTA
80700106,JUPANI GRANDE,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.494400024414062,-69.25840759277344,36.64406899872145,126,ALTA
80700082,PAQUECHANI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.505599975585938,-69.25770568847656,36.71737474130876,127,ALTA
80550015,AÑUFANI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.20639991760254,-69.25468444824219,36.720133945261864,128,ALTA
80700094,LLACHARAPI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.619799613952637,-69.25706481933594,36.76570539138414,129,ALTA
80700103,TAHATA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.580300331115724,-69.25647735595703,36.83577625767746,130,ALTA
62440031,SANTA ROSA,NUEVO MANOA (C. NUEVA ESPERANZA)/ VILLA NUEVA/EUREKA (C.SAN),RURAL,Pando,Abierta,-10.032902973130623,-66.57571344335986,37.05875896890105,131,ALTA
80700007,MCAL. SUCRE,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.53432892612,-69.25370681285801,37.141155867838634,132,ALTA
80700001,NICOLAS ACOSTA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.53432892612,-69.25370681285801,37.141155867838634,133,ALTA
80700093,TAHUACUYO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.54069995880127,-69.25202941894531,37.31990844611612,134,ALTA
80700010,COAJACHI PRIMERO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.674599647521973,-69.25142669677734,37.36015248831497,135,ALTA
80550007,CORHUARI,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.02961109683551,-69.24139261245733,38.16981554529085,136,ALTA
80700101,COAJACHI SEGUNDO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.676912665704084,-69.24385946989105,38.17077685614335,137,ALTA
71720049,CAÑADON BUENA VISTA,BERMEJO,RURAL,Tarija,Abierta,-22.557100296020508,-64.32115173339844,38.17159504699691,138,ALTA
81720089,EL TIGRE,PADCAYA,RURAL,Tarija,Abierta,-22.554760670944,-64.28190946579002,38.432042110513876,139,ALTA
81940046,LOS CEDROS,SAN JOSE (C. SAN JOSE DE CHIQUITOS),URBANO,Santa Cruz,Abierta,-14.677925424961256,-69.95819091796876,38.57254893804396,140,ALTA
80700102,POCOCATA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.575400352478027,-69.23866271972656,38.746955367253285,141,ALTA
81850030,MCAL. SUCRE,PUERTO SUAREZ,RURAL,Santa Cruz,Abierta,-18.9972943,-57.868508599999984,38.7880504538387,142,ALTA
80700100,ANACO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.649478988982452,-69.23747253418009,38.86053895043011,143,ALTA
81940049,JUANCITO PINTO,SAN JOSE (C. SAN JOSE DE CHIQUITOS),RURAL,Santa Cruz,Abierta,-15.136758590754551,-69.23789978027345,38.910488054803295,144,ALTA
80700104,QUILUMBLAYA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.589805670001557,-69.23546957969666,39.08662180397333,145,ALTA
80700098,LAGO SAGRADO DE TANAVACAS,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.662699699401855,-69.23006439208984,39.652078297756745,146,ALTA
70670013,NUBEPAMPA,PELECHUCO,RURAL,La Paz,Abierta,-14.903000203658518,-69.23067641258223,39.730164463315695,147,ALTA
80660053,ANCUAMAYA,SAN ANDRES DE MACHACA,RURAL,La Paz,Abierta,-16.978399276733,-69.22649383544899,39.76649471851,148,ALTA
82440001,MANUEL ESTREMADOIRO MARTINEZ,NUEVO MANOA (C. NUEVA ESPERANZA)/ VILLA NUEVA/EUREKA (C.SAN),RURAL,Pando,Abierta,-10.058099746704,-65.34054565429699,39.86366380308939,149,ALTA
80700099,PUSANI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.65779972076416,-69.22764587402344,39.91226749967433,150,ALTA
70670005,UCHA UCHA,PELECHUCO,RURAL,La Paz,Abierta,-15.095600128173828,-69.22795104980469,39.987315135336736,151,ALTA
80700046,PICHARI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.60540008544922,-69.22657012939453,40.03781944844746,152,ALTA
81940048,MONTE VERDE,SAN JOSE (C. SAN JOSE DE CHIQUITOS),RURAL,Santa Cruz,Abierta,-14.440664862991143,-69.97158050537111,40.05749392846648,153,ALTA
80700086,CHUALLUMA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.399900436401367,-69.22647857666016,40.08749640604825,154,ALTA
81720031,ISMAEL MONTES,PADCAYA,RURAL,Tarija,Abierta,-22.539793211948,-64.23697543144203,40.098219645948674,155,ALTA
70670024,KATANTIKA,PELECHUCO,RURAL,La Paz,Abierta,-14.808600425720217,-69.2263412475586,40.21409280876028,156,ALTA
80700069,CUTINI MOJSA HUMA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.50119972229004,-69.22308349609375,40.432104418737396,157,ALTA
80700081,TOTORANI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.51010036468506,-69.22261047363281,40.4811012014915,158,ALTA
70670012,COLOLO ALTARANI,PELECHUCO,RURAL,La Paz,Abierta,-14.843700408935549,-69.22279357910156,40.589319385106215,159,ALTA
80700050,UPATA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.616100311279297,-69.21969604492188,40.77270668476543,160,ALTA
81720032,SAN TELMO,PADCAYA,RURAL,Tarija,Abierta,-22.533000946045,-64.41048431396501,40.854334686270434,161,ALTA
80550019,BERENGUELA,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.28689956665,-69.21408081054699,41.019944367084655,162,ALTA
80700044,MOJSAHUMA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.46345455121955,-69.21385912855254,41.42916811278685,163,ALTA
80660051,CUIPIAMAYA,SAN ANDRES DE MACHACA,RURAL,La Paz,Abierta,-16.891700744629,-69.210502624512,41.48815992169102,164,ALTA
80700012,PARAJACHI SEGUNDO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.644800186157228,-69.21129608154297,41.66743401725203,165,ALTA
80700045,COTAPATA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.618800163269,-69.21124267578102,41.678450504558576,166,ALTA
62480019,NUEVA CANAAN,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-11.134599685669,-69.21532440185501,42.016014252831965,167,ALTA
80550008,CALASAYA,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.119600296020508,-69.20420837402344,42.10735075621832,168,ALTA
80700051,PARAJACHI PRIMERO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.663999557495115,-69.20600891113281,42.23023085790214,169,ALTA
81720017,LA GOMA,PADCAYA,RURAL,Tarija,Abierta,-22.51655002786,-64.44129467010498,42.68565089862472,170,ALTA
62480020,EL CEIBO,MUKDEN (C. BOLPEBRA),RURAL,Pando,Abierta,-11.181900024414,-69.206314086914,42.993160261113786,171,ALTA
80700084,FALUYO,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.442700386047363,-69.19926452636719,42.9993328333546,172,ALTA
70710018,QIÑWATANKA,CAQUIAVIRI/NAZACARA DE PACAJES,RURAL,La Paz,Abierta,-17.346731399302,-69.194540739059,43.08285908943763,173,ALTA
80700088,PACOLLA,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.423100471496582,-69.19803619384766,43.135207545312426,174,ALTA
80550016,LITORAL,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.067887427231007,-69.19461154937721,43.14030679590946,175,ALTA
80700047,CARAMURI,PUERTO ACOSTA,RURAL,La Paz,Abierta,-15.624911313732484,-69.19686520099594,43.21856239736832,176,ALTA
40710030,EDUARDO ABAROA DE PACUNTAVI,CHARAÑA,RURAL,La Paz,Abierta,-17.58366556966873,-69.19213378429458,43.28226394530791,177,ALTA
80550001,SANTIAGO DE MACHACA,SANTIAGO DE MACHACA/CATACORA,RURAL,La Paz,Abierta,-17.066499710083008,-69.19202423095703,43.415964833896716,178,ALTA
80660049,LAQUINAMAYA,SAN ANDRES DE MACHACA,RURAL,La Paz,Abierta,-16.947999954224,-69.19226837158203,43.41744114925467,179,ALTA
80660050,BOLIVIA MAR,SAN ANDRES DE MACHACA,RURAL,La Paz,Abierta,-16.948400497436,-69.192123413086,43.432784575046036,180,ALTA
